docId,filename,toptopics...
0,file:/Users/allancho/Desktop/discorder/doc135-2017-10-01.txt,0,0.46689611321485913,5,0.1897729449574801,6,0.18074676994452624,8,0.0887466375229643,10,0.032879568662934906,9,0.02149635438994521,2,0.006657574366534532,11,0.006446022583290155,12,0.00519280596693739,14,5.929292894533447E-4,13,2.747422108729071E-4,1,2.5948698307082127E-4,3,1.6654025229682347E-5,7,1.2818721200717071E-5,4,8.577160700606188E-6
1,file:/Users/allancho/Desktop/discorder/doc369-2000-07-01.txt,7,0.27369588928868593,6,0.2651895028579052,5,0.13090042861327586,8,0.11175051147889013,2,0.11164213342229944,10,0.08129655853677675,3,0.014932690124951051,12,0.009091221411774248,13,7.993389962836009E-4,0,3.7118430660255914E-4,4,3.069926016373155E-4,1,6.22791820638664E-6,9,6.054611661507867E-6,11,5.7577347994888825E-6,14,5.5080962505433805E-6
2,file:/Users/allancho/Desktop/discorder/doc50-2002-10-01.txt,6,0.26429346868206394,7,0.18826584992539352,8,0.16147121498142106,5,0.1581225401352617,10,0.08305672231754425,14,0.07574030272874674,2,0.06262237500295245,0,0.0029334105984998517,11,0.002928719948401308,3,5.209405146187452E-4,13,1.8169350408979392E-5,12,6.79721686541179E-6,1,6.576921006969489E-6,4,6.517774180853353E-6,9,6.3939026342346585E-6
3,file:/Users/allancho/Desktop/discorder/doc106-2009-11-01.txt,4,0.3342694409199971,6,0.2301714697348059,5,0.19929453309807604,8,0.1321799173171688,9,0.03427429010131726,2,0.027703175730782518,10,0.024447947656385416,3,0.012315246683543044,7,0.003066387627146545,13,0.0012964983443297003,0,6.929084780587055E-4,1,9.359601445781556E-5,11,9.293317472598014E-5,14,9.258124748564943E-5,12,9.073871719541999E-6
4,file:/Users/allancho/Desktop/discorder/doc183-1984-12-01.txt,5,0.296438816094822,13,0.2562895741195962,2,0.2028139155370878,8,0.14215187620011066,6,0.06891182109405078,10,0.032803669125201336,3,5.012617275142308E-4,0,1.6344416703042174E-5,7,1.4781287966458695E-5,12,1.0314375540045233E-5,1,9.980089572879336E-6,4,9.89033775406244E-6,9,9.70236999080732E-6,11,9.226631938880686E-6,14,8.826592150823606E-6
5,file:/Users/allancho/Desktop/discorder/doc314-2004-02-01.txt,6,0.32435119653787275,14,0.19940743397163724,8,0.16790689962127667,5,0.13448313363710973,2,0.07513980750336917,7,0.054976323177717064,10,0.027035814097053294,3,0.01418519138278025,0,0.0017992829746868702,1,6.690982512228746E-4,13,1.893822877883247E-5,12,7.08485692437795E-6,4,6.793588971940675E-6,9,6.6644755123921555E-6,11,6.337695086539277E-6
6,file:/Users/allancho/Desktop/discorder/doc178-2000-12-01.txt,7,0.2586983469094682,6,0.2272415368115437,2,0.14775500417927526,8,0.13366275137035666,5,0.11120236558841641,10,0.09666072201261129,3,0.0130424637240051,12,0.006676074047415581,13,0.0025495873851272954,0,0.0014925729242633073,9,8.09020901377098E-4,1,1.916555107392911E-4,4,6.335038834371893E-6,11,5.9099166375037585E-6,14,5.653679928944989E-6
7,file:/Users/allancho/Desktop/discorder/doc129-1994-10-01.txt,12,0.18643473091604823,8,0.16947712080571145,2,0.15366685581313566,6,0.1427660129768685,5,0.12809426815555955,11,0.12046188022566734,10,0.06974726320651166,1,0.012363688047144909,13,0.00811361890287801,0,0.005720673467049447,3,0.0020376316105195046,9,9.466325844499938E-4,4,1.5192966188400504E-4,7,1.1078275060240147E-5,14,6.615351511537298E-6
8,file:/Users/allancho/Desktop/discorder/doc114-2004-03-01.txt,6,0.32490788054073055,14,0.17599835698231905,5,0.14394129644564962,8,0.14370731203198378,2,0.0985515965502178,7,0.05668623174741664,10,0.03758797679688049,13,0.007051461741572894,3,0.006761211147688479,0,0.003634148530681564,4,7.885247964452745E-4,12,3.6270676530107584E-4,1,7.3518470887986345E-6,9,7.14726456616207E-6,11,6.79681145784608E-6
9,file:/Users/allancho/Desktop/discorder/doc228-1989-04-01.txt,13,0.23683041195038007,8,0.18233310213008683,2,0.1700285232173243,1,0.12516402907923554,5,0.12018134151556258,6,0.08943121988602609,10,0.05482062856643105,7,0.005861607843526707,3,0.004940156570364285,9,0.0035189795831776158,12,0.0030543884392432406,0,0.0021368227446251988,4,0.0016551522590327506,11,2.2301572996640633E-5,14,2.133464198714402E-5
