docId,filename,0 citr ca contact,1 7 30pm vancouver,2 don people band,3 shit hip don,4 604 talk eclectic,5 music vancouver album,6 music band songs,7 00 00pm cd,8 1 show rock,9 vancouver 10 citr,10 film october september,11 7 vancouver 00,12 1 604 ihe,13 00 pm citr,14 00pm cd www
74,doc58-1993-12-01.txt,8.208293878312539E-6,0.009010881694577215,0.20222660377160837,0.01027439890566283,4.9670049605382135E-6,0.12921591807271815,0.13289792273949846,7.423278403448609E-6,0.16154531728992824,4.872606079961464E-6,0.053901878576527985,0.28398003849966236,0.01206142476796817,0.004613618445690379,2.465260528355688E-4
75,doc126-1984-11-01.txt,1.6879835161452164E-5,1.030702226622593E-5,0.20915908408621003,0.0012146715167460993,3.089239919531462E-4,0.2567630408873081,0.0998453960130626,0.0023053729065903566,0.11235737645054622,9.061491899293664E-4,0.026609666120535194,9.528882495678614E-6,1.0652258937871527E-5,0.2904738351002506,9.115738007067472E-6
76,doc365-2015-05-01.txt,0.05839832121684102,8.874631936535905E-6,0.014971103483934043,1.0280908459836279E-4,8.79482159497353E-6,0.19510316968779592,0.17547431478091716,1.3144019328918925E-5,0.1438956546890208,0.3775742647906614,0.0319992982414116,9.51261400475812E-4,9.171890282614092E-6,0.0014819683580401242,7.848903160683426E-6
77,doc327-2013-02-01.txt,8.295454943743418E-4,6.197596788033148E-4,0.026565867790482204,2.022557249035477E-5,0.03199596658543683,0.13583418477479842,0.18620331977945048,1.5567766429022985E-5,0.18312258180885937,0.3809936586760647,0.021856398618786608,9.717559882264498E-6,1.1240460841677581E-4,0.031709963622242814,1.1083766348254952E-4
78,doc3-1992-05-01.txt,8.102861932654008E-4,0.08461550343848431,0.18981830527525553,0.023620240931008653,5.4795925662033145E-6,0.09720114658729552,0.12503297624708476,8.189349815343651E-6,0.13842209256951749,5.375451860007962E-6,0.03457290248893032,0.2991846983963523,0.002355991583207006,0.004341921655009667,4.890240347423449E-6
79,doc326-1993-09-01.txt,4.031630241152535E-4,0.012377049780755628,0.20916519598905164,0.0011358579303184732,5.768621462721603E-6,0.11649883946306362,0.1808317692057201,8.621308708588705E-6,0.1374008995245661,5.658987706991887E-6,0.0893116189548041,0.2378141389680744,0.004392178887026848,0.010644091171601798,5.148183023680552E-6
80,doc174-2002-09-01.txt,2.20479300946594E-4,5.473765381675995E-6,0.07676012764933607,1.0532671361198937E-5,0.001961937384796683,0.1437625450363358,0.2346105839636075,0.23590010176430545,0.15617347028949283,5.321444921718365E-6,0.08721003299893862,5.060517556250773E-6,0.007567314864824092,0.006307690122150849,0.04949932822604465
81,doc136-2013-05-01.txt,0.01693045598776757,9.363510679517945E-6,0.02746453992718506,1.8017356225129632E-5,0.01276346170742369,0.14334632032650843,0.20033717844962085,5.565992528373815E-4,0.15752114256466263,0.4083238502532478,0.020374681646937745,8.656602334558546E-6,9.67714415952967E-6,0.012327773993046376,8.281277363740286E-6
82,doc133-1988-09-01.txt,3.179157344974992E-4,0.028219439886786483,0.19295370759811295,1.5187375584193419E-5,0.015943533546589776,0.17855025797943821,0.08598932846671942,0.00397655590947916,0.16426953115630696,7.673151464163402E-6,0.1105012843251291,7.2969124490405256E-6,8.157158081171447E-6,0.21923315025970508,6.980539656788518E-6
83,doc102-2014-04-01.txt,0.015437243145615306,9.616644432904615E-6,0.012971325264075939,1.850443859876842E-5,0.012179504297553208,0.1436913325173114,0.18996001048299266,1.4242997479710458E-5,0.16112927536048596,0.4241004324956107,0.037461792843529865,8.890625482021377E-6,7.531432841172014E-4,0.0022561804487626954,8.505153951664206E-6
84,doc265-1990-11-01.txt,0.0010290736693827557,0.3244245344105895,0.18693866450853575,0.015246725230992495,5.810114821832948E-6,0.1256624975218349,0.13529340316323174,8.683321281361415E-6,0.11097674466360323,1.756117062185227E-4,0.06690263571133491,0.012465634559485829,6.059217358735076E-6,0.020858736987723267,5.185213605138002E-6
85,doc281-1986-12-01.txt,1.9427421781036294E-5,1.1862608073909489E-5,0.13002524372726604,2.2826143178781488E-5,1.1755926601486773E-5,0.22836085457100871,0.09348482301946857,5.905567325181639E-4,0.139170278196814,1.1532502964880915E-5,0.047586149772182874,9.277466891252662E-4,1.2685740722047598E-4,0.359295801379337,3.542839024588112E-4
86,doc235-1997-10-01.txt,7.413142242489579E-4,0.0025289053608772956,0.09793632446284559,1.3219806102414055E-5,6.808468211586973E-6,0.11413681075648847,0.22132630061282002,0.05542857840681062,0.11929407079346498,6.67907196923924E-6,0.18000999837443832,2.7182895560946537E-4,0.20615028577075883,8.534905201169436E-5,0.0020635258833425424
87,doc245-2003-05-01.txt,0.0011472418453038434,5.356779144479138E-6,0.12914512783133894,0.0010970280080341984,5.308605160898476E-6,0.12262976888428523,0.3170515683240892,0.1255500192344234,0.15278395594248007,0.0012471739343342446,0.03582276242907049,0.006007789094438548,0.0023342228689341507,1.182957810851752E-4,0.10505438043787714
88,doc225-1988-08-01.txt,2.038031914754245E-5,0.017444106475349504,0.2753752863588031,2.3945744738252708E-5,8.538610552799789E-4,0.21155086917663493,0.09025597523352212,0.0012206147967518742,0.1560947958823446,1.2098161744945415E-5,0.06939558124820495,1.1504950405253477E-5,1.2861288911864385E-5,0.17771711317877226,1.1006129388850914E-5
89,doc55-1984-03-01.txt,4.2454080763072354E-5,2.5922951944247323E-5,0.2848909984035585,4.988119046076277E-5,5.265416389255371E-4,0.2598724284621285,0.1351716379280942,3.839390566892889E-5,0.1130490847419378,2.520158453291734E-5,0.003066745946652767,2.3965870708097838E-5,2.679124866635557E-5,0.20316702526534305,2.2926780615182104E-5
90,doc54-1987-06-01.txt,1.6870950125855754E-4,0.0010247134320069658,0.0890952601028198,0.0017597862975030098,5.918159117592253E-4,0.2434613157914226,0.11738947701425423,2.2116282926340667E-5,0.10594437327383137,1.4517027221149607E-5,0.04951476670950044,1.3805211215730401E-5,3.0394155172854464E-4,0.39068219523493697,1.3206657615087482E-5
91,doc211-2005-08-01.txt,0.0030945653554463578,4.2090804241490476E-4,0.09176405960402095,0.007200509425051857,0.007088028275773625,0.20593714597750185,0.21701961432687739,4.2601605034123317E-4,0.15697982744198571,1.0322377613783042E-5,0.06833856325101925,9.816238616622037E-6,1.097349196903335E-5,0.0037219445569087015,0.23797770558445874
92,doc392-1998-12-01.txt,1.0452275185683815E-5,1.9134827954552495E-4,0.0964675312993294,0.004204843501764241,6.32488352218634E-6,0.11312038522596196,0.26091100377246584,0.20735633822809488,0.1389358094674936,6.2046778994788434E-6,0.09539597514026515,0.005986467763908231,0.07405465123803592,0.003347019629666478,5.644616861428478E-6
93,doc230-1986-11-01.txt,2.3913499558246657E-5,1.4601858966792659E-5,0.15878044997001028,0.0018618731126465613,1.4470543171397514E-5,0.2197317700044855,0.07529301041272976,2.162648748366989E-5,0.13561864120236622,0.0012837328117140973,0.05236786578590876,1.349947586403986E-5,1.5090952427476506E-5,0.35494653970461276,1.291417805447022E-5
94,doc32-2017-04-01.txt,0.45423233911391825,7.409204474023989E-6,0.007202382224311043,1.425686165396535E-5,4.3679754137358637E-4,0.2169264240515933,0.1743420392776175,8.254943550164721E-5,0.1030281991438446,0.016755946798271845,0.026930127671150005,6.849838585366967E-6,7.657377906280513E-6,2.046861018973224E-5,6.552849608883764E-6
95,doc18-1995-11-01.txt,2.6726682036809426E-4,0.002797175276760227,0.1424153569943616,0.0024919188465210456,5.303664931382325E-6,0.12484216823036676,0.17085789046559552,7.926422795436883E-6,0.12162151307852848,1.0860373749233488E-4,0.09622723384240577,0.020426619526042085,0.3179115050350174,1.4784824376576429E-5,4.733234437287966E-6
96,doc244-2006-02-01.txt,0.009326992324038904,0.002898670750774417,0.05633197911280809,0.015110092943009659,0.020240754362871288,0.20615665940378156,0.24212920687311304,0.006997345277506022,0.17273329852425898,8.836752136693121E-5,0.04377659523719731,8.7971345473372E-5,8.589405303053047E-6,0.003957060710544547,0.22015641620795284
97,doc147-1996-09-01.txt,0.0030733152592247325,0.0036539260172769035,0.08439278338875342,0.0014205947971387726,4.990928711454078E-6,0.1350926923125279,0.17134052847473757,0.0025373559590771456,0.0910970770439933,5.3547939120734615E-5,0.0442365185871357,0.0028751159789763606,0.4533432733384113,0.006873825840659104,4.4541342556017455E-6
98,doc195-2016-11-01.txt,0.2714724910720471,1.0225569561590741E-5,0.01349631943884103,4.1480822637406437E-4,4.0526569837619756E-4,0.18420285680287563,0.27113637805215457,1.5144862899995033E-5,0.1372518251135207,0.08614873625882305,0.03449958727095199,1.0823660121500386E-4,1.0568077951496137E-5,8.185132548124501E-4,9.043699595172849E-6
99,doc315-1990-07-01.txt,0.0011066646567557206,0.2871468005088725,0.1472770484763052,0.006235122406579067,8.62040617282831E-6,0.18678025306517973,0.12241536673836663,9.691557413357268E-5,0.12213472309446495,8.456573702497192E-6,0.09102757829419544,8.041921003928514E-6,0.0025299566508475823,0.03321675838660167,7.69324681866849E-6
100,doc162-2012-12-01.txt,0.0031833216122711104,9.110514031098093E-6,0.028394675725109838,1.7530537670170817E-5,0.033277242248391826,0.14765822227093003,0.22291172847082116,0.0058222290984977715,0.1385671507134863,0.40186775540250846,0.013927422654393454,8.422705941175084E-6,9.415673315694119E-6,0.00310555878889361,0.001240213583738306
101,doc231-1996-10-01.txt,9.02020503679653E-6,0.002665903483742662,0.14252409351685183,0.011237467851549846,5.458308855292938E-6,0.10177193596218609,0.2364967745884393,6.136545377368435E-5,0.11239784631889135,5.354572650099783E-6,0.07056678801783657,0.0038892696588134186,0.31733768455213723,4.940871349729374E-4,5.369503742628451E-4
102,doc275-1989-07-01.txt,2.251003518203182E-5,0.08791477754190113,0.21147048545463137,2.644804296811118E-5,0.025242014336372045,0.14947448725298584,0.08893234136865297,2.0357246037345494E-5,0.2261828043511619,1.336240343171817E-5,0.0157008400880786,1.2707202302129581E-5,1.4205276364735105E-5,0.19456216009648883,4.10499303441281E-4
103,doc295-1983-07-01.txt,2.457921546185975E-4,2.319188210418735E-4,0.20146830540910698,2.5202516940399096E-4,2.1559538352181564E-5,0.34482006427287654,0.10944628416687846,0.0019236938461988469,0.07490805212509447,2.114979519662472E-5,0.02632218022378365,2.0112753486710264E-5,2.248388078992239E-5,0.24027713711987883,1.9240723292445907E-5
104,doc128-2013-11-01.txt,0.005811215392313033,9.675972049336952E-6,0.01557513853024084,1.8618597362060855E-5,0.021415064887132358,0.16037485654459357,0.25188982501707663,1.4330866288546909E-5,0.1472610070168796,0.3739041828191224,0.023017534564139856,8.94547409601777E-6,1.0000071512689726E-5,6.810466227029747E-4,8.55762449010023E-6
105,doc112-1989-06-01.txt,2.6434165228241094E-5,0.07548551990669064,0.243657864125587,3.1058678146391296E-5,1.599584904766502E-5,0.15635287820749516,0.10926952360846104,2.3906084597002134E-5,0.18000807725620316,1.5691844872921735E-5,0.07878225400683712,1.4922423822389568E-5,1.6681654182307752E-5,0.15628491675767986,1.4275431149142128E-5
106,doc393-1994-04-01.txt,0.002900012507353394,8.29969693817821E-6,0.1282553420114787,0.018697522499454604,1.6858172779907549E-4,0.13058820441892086,0.14277893289293564,0.004502279277260098,0.18051569110055568,8.068738253071917E-6,0.0453204930577235,0.3102176526908895,0.029434026782445277,0.006517373843538789,8.751875445362765E-5
107,doc61-2006-10-01.txt,0.007741700891113347,6.724753497994748E-6,0.05922264861767621,7.925049854523974E-4,0.05652513771530667,0.21098422929134641,0.18545640488443688,0.0018939089969504015,0.18010730721031032,6.537621336768903E-6,0.14189684640094402,9.806734995625364E-4,1.3687752619326063E-4,6.03251614442452E-4,0.1536452459914303
108,doc84-1983-10-01.txt,3.591534599721185E-5,2.1930324991433418E-5,0.16389694947123967,0.002372609712337852,2.173310365981576E-5,0.3740779872480557,0.08405729313485494,3.248051498227995E-5,0.06089306652791974,2.1320061862345368E-5,0.029288209528624955,4.4398579372715446E-4,2.266488752681843E-5,0.284794458723267,1.939562095318454E-5
109,doc396-2018-03-01.txt,0.4849764674593814,5.110453606052349E-4,0.007504347529606909,1.667773064349502E-5,8.58936946941382E-6,0.18024669673239488,0.18318101723249763,1.2836967425663979E-5,0.09598998218989373,0.026383273500385513,0.020450648131609853,8.01296706462709E-6,8.957629614149766E-6,6.937816511699863E-4,7.665548237532243E-6
110,doc27-2014-11-01.txt,0.024581347827559406,9.349134157814408E-6,0.011165435426111335,1.7989692785456565E-5,9.265056576255696E-6,0.15902190046492234,0.179076201026335,1.3846793980611586E-5,0.1513184116197931,0.45240349327696106,0.01953055201983202,0.0018149695411881085,9.662286092101811E-6,1.1614415622479946E-4,9.114316774806136E-4
111,doc52-1990-03-01.txt,4.764454945357455E-4,0.335395153688543,0.19378688580191866,1.835777013657163E-5,9.45462387588609E-6,0.15849682814987515,0.08089871392376993,1.9845855489642201E-4,0.13929952277184784,9.274936938335469E-6,0.04536748204198917,1.0098438187366002E-4,9.859980889501127E-6,0.04592414013785749,8.437741052635721E-6
112,doc177-2002-11-01.txt,1.2774552998239737E-4,6.095168973083783E-6,0.0964262437897045,0.015909795089444685,6.040354585163139E-6,0.17180050424581914,0.25141126081055376,0.22841125244823143,0.1332156286319739,5.358611134023343E-4,0.06554985589814225,5.635007612832912E-6,6.51810569546428E-5,0.0013711182225725174,0.035157782632047364
113,doc122-1985-11-01.txt,1.930354211738596E-5,1.1786965720808055E-5,0.14935054295542105,1.3654731425645698E-4,1.1680964506685714E-5,0.24592044596145957,0.09368578069507945,1.745741190975859E-5,0.09979590153075395,1.1458965539048607E-5,0.03225230754111433,1.2476381883412224E-4,1.218177352359963E-5,0.3786394159299693,1.0424629794509477E-5
114,doc347-2005-05-01.txt,0.009703257640442617,6.688688143073533E-6,0.054381958138409923,0.010803635067171106,6.6285361853224515E-6,0.1673358001736521,0.24054791827583147,0.014871438591749631,0.19361521826178232,7.111791665079146E-5,0.05338818812848788,6.183718412488137E-6,0.0011053737977821825,0.0029907845424219223,0.2511658085228772
115,doc92-2006-04-01.txt,0.01704555656563684,0.001177226657954362,0.05604319444127554,1.4561192645045586E-5,0.01967239619845292,0.25774333112367326,0.19246502369792653,0.01667885279992039,0.1852029224117936,0.006367379197573717,0.08693829867643228,6.996057172319767E-6,7.820834455404428E-6,1.6711295073145984E-4,0.16046932719435636
116,doc236-1986-09-01.txt,4.215392211460995E-4,1.0465412334952461E-5,0.15686937483188423,2.0137645861200815E-5,1.0371295966069035E-5,0.1783122717926816,0.09571814028281408,1.550008867966816E-5,0.14825579385493418,1.0174187499879585E-5,0.08494888076625903,3.129753073762493E-4,2.1301594942147383E-4,0.3348721035417685,9.25582137277084E-6
117,doc90-1995-09-01.txt,2.591293248709141E-5,1.5822735801211652E-5,0.055581618423603284,0.6290240325029091,1.6853428897264862E-4,0.09487971916166635,0.044291999439635535,6.348500945961044E-4,0.1090501044745983,3.210901276157776E-4,0.06500050611145722,1.4628181284129585E-5,1.6352722882178554E-5,6.551271595459527E-4,3.197016429452317E-4
118,doc117-1998-11-01.txt,1.014393920547269E-5,6.194006414044536E-6,0.09362179577349229,3.111012514131599E-4,2.454844515031497E-4,0.14736074557608123,0.2981515217219804,0.19782876540007463,0.09821732397923333,6.021643544944199E-6,0.08713672501735785,6.55629202972065E-5,0.07701602470186697,1.711151355672093E-5,5.478103978638267E-6
119,doc125-1991-07-01.txt,1.0300491016492991E-5,0.1602304009041524,0.25954397568872395,0.029237660919762598,6.233035845619357E-6,0.12788289091395783,0.12569827544099912,9.31538437112685E-6,0.11042687520634316,6.114575805596071E-6,0.06946363053905504,0.10287248917662271,6.500270674767856E-6,0.014599774804897691,5.562647771876959E-6
120,doc343-2013-06-01.txt,2.1422783570725236E-4,0.0010964055872375463,0.024747805302160832,2.1715637679320263E-4,0.02775719505168992,0.10365373690310736,0.2252120672999545,0.011469443477184546,0.1457883423809299,0.43853206391545146,0.012466047615228817,9.449845213820222E-6,1.0563903814121923E-5,0.0030893020799049064,0.005736192425621811
121,doc313-2007-11-01.txt,0.00690198801370525,0.0044605322467318334,0.03894315218393412,0.006148506821338988,0.20176924157059892,0.23903189533753233,0.21660850912147894,1.2877941527907738E-5,0.15333028617929934,9.324192471477674E-4,0.04764693245975064,8.03854352056835E-6,8.986221322728702E-6,0.013043544765454924,0.07115308934665575
122,doc371-1985-09-01.txt,3.3041147439093226E-4,6.421577702476817E-4,0.1582213107242778,9.502866281642163E-5,8.129244017144301E-6,0.24785426541932334,0.058384617088057096,9.13936461227048E-5,0.14814153891242768,8.796625354079527E-4,0.06428666706243331,8.682806349020718E-5,0.004366916722920561,0.31303782226154225,0.0035732504125249123
123,doc198-2017-05-01.txt,0.4958464766279318,7.552456404147283E-6,0.007268675688828094,1.4532508379142327E-5,7.484536502842033E-6,0.2252062920378976,0.13160229488358907,8.414547270208594E-5,0.10159107350502779,0.009127304547778721,0.02920183612995262,6.9822755564111615E-6,7.805428100954436E-6,2.0864356848756215E-5,6.679544500025088E-6
124,doc189-2003-11-01.txt,3.1400507979263947E-4,0.0014640847307087646,0.10700387618876803,0.012524856775199182,6.23114282453199E-6,0.11417720462293618,0.3541697862618638,0.05249000607264723,0.1348114381681927,1.2759580560764034E-4,0.02832050900106326,1.880376229926817E-4,6.723983991535223E-5,0.013501992959008176,0.18083313572847987
